TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE,AREA_PER_ROOM,BATH_PER_BED,TOTAL_ROOMS,SQFT_PER_BED,BATH_ROOM_DIFF,SIZE_CATEGORY
Land,12.608202196848836,3,2,2184.207862,Brooklyn,"621 E 87th StBrooklyn, NY 11236",United States,Kings County,40.6415965,-73.9105958,364.0346436666667,0.5,5,546.0519655,-1,Large
House,12.524530013005734,2,1,1104.0,Bronx,"3009 Coddington AveBronx, NY 10461",United States,Bronx County,40.8409818,-73.8292936,276.0,0.3333333333333333,3,368.0,-1,Medium
Multi-family home,13.707926460869462,6,3,2100.0,Staten Island,"15 Spratt AveStaten Island, NY 10306",United States,Richmond County,40.5586967,-74.1351001,210.0,0.42857142857142855,9,300.0,-3,Large
Co-op,12.524530013005734,2,1,900.0,Bronx,"1910 Pelham Pkwy S Apt 2ABronx, NY 10461",New York,The Bronx,40.8554764,-73.8287193,225.0,0.3333333333333333,3,300.0,-1,Small
House,13.303018546545275,4,2,1682.0,Other,"114-36 Sutter AveSouth Ozone Park, NY 11420",United States,Queens County,40.6747343,-73.8239749,240.28571428571428,0.4,6,336.4,-2,Medium
Condo,12.149507585033072,1,1,730.0,Staten Island,"20 Cliff St Apt 5BStaten Island, NY 10305",New York,Staten Island,40.6109595,-74.060351,243.33333333333334,0.5,2,365.0,0,Small
Multi-family home,13.428363151666536,3,3,1575.0,Staten Island,"155 Wellbrook AveStaten Island, NY 10314",United States,Richmond County,40.6012318,-74.1300175,225.0,0.75,6,393.75,0,Medium
House,13.592368256649284,3,2,1824.0,Brooklyn,"2660 Mill AveBrooklyn, NY 11234",United States,Kings County,40.608799,-73.9128174,304.0,0.5,5,456.0,-1,Medium
Condo,13.215855541983634,3,2,1092.0,Staten Island,"4 Jamie CtStaten Island, NY 10314",United States,Richmond County,40.6221107,-74.1499982,182.0,0.5,5,273.0,-1,Medium
House,13.651815643149092,3,2,2000.0,Staten Island,"329 Wainwright AveStaten Island, NY 10312",United States,Richmond County,40.5528489,-74.1699382,333.3333333333333,0.5,5,500.0,-1,Medium
Pending,13.42246945133505,3,2,2184.207862,Brooklyn,"558 E 34th StBrooklyn, NY 11203",United States,Kings County,40.6428139,-73.9451438,364.0346436666667,0.5,5,546.0519655,-1,Large
House,11.775297421715827,3,2,664.0,Staten Island,"263 South AveStaten Island, NY 10303",United States,Richmond County,40.6330671,-74.1659477,110.66666666666667,0.5,5,166.0,-1,Small
House,13.541073712262515,4,2,2184.207862,Jamaica,"91-18 173rd StJamaica, NY 11432",United States,Queens County,40.7083753,-73.787158,312.0296945714286,0.4,6,436.8415724,-2,Large
Contingent,13.100119813444692,2,1,978.0,Staten Island,"615 Correll AveStaten Island, NY 10309",United States,Richmond County,40.546573,-74.213449,244.5,0.3333333333333333,3,326.0,-1,Small
Multi-family home,13.592243248992402,5,2,1750.0,Brooklyn,"2339 Brigham StBrooklyn, NY 11229",United States,Kings County,40.5956263,-73.933927,218.75,0.3333333333333333,7,291.6666666666667,-3,Medium
Co-op,12.59473402514672,3,1,2184.207862,Other,"155-23 79th St Unit 2Howard Beach, NY 11414",New York,Queens,40.6633466,-73.8542803,436.8415724,0.25,4,546.0519655,-2,Large
Co-op,11.976665770490767,2,1,1010.0,Bronx,"3531 Bronxwood Ave Apt StbBronx, NY 10469",United States,Bronx County,40.8762047,-73.8603621,252.5,0.3333333333333333,3,336.6666666666667,-1,Medium
House,13.815011433422342,3,2,1144.0,Other,"157-23 16th RdWhitestone, NY 11357",United States,Queens County,40.784332,-73.8045713,190.66666666666666,0.5,5,286.0,-1,Medium
Contingent,13.286183160425152,3,2,2310.0,Staten Island,"68 Davis AveStaten Island, NY 10310",United States,Richmond County,40.6426635,-74.1108512,385.0,0.5,5,577.5,-1,Large
Condo,12.703816069256568,2,1,850.0,Staten Island,"55 Austin Pl Apt 6ZStaten Island, NY 10304",United States,Richmond County,40.6316141,-74.0858954,212.5,0.3333333333333333,3,283.3333333333333,-1,Small
House,13.591117476312084,3,2,1881.0,Brooklyn,"431 E 32nd StBrooklyn, NY 11226",United States,Kings County,40.6402886,-73.9463493,313.5,0.5,5,470.25,-1,Medium
House,13.987782620655215,4,2,1580.0,Brooklyn,"1268 76th StBrooklyn, NY 11228",United States,Kings County,40.6198659,-74.0087151,225.71428571428572,0.4,6,316.0,-2,Medium
House,13.499430382731967,3,2,1400.0,Bronx,"1625 Lurting AveBronx, NY 10461",United States,Bronx County,40.846624,-73.8520911,233.33333333333334,0.5,5,350.0,-1,Medium
Contingent,13.329216558220935,3,2,1495.0,Staten Island,"30 Cunard AveStaten Island, NY 10304",United States,Richmond County,40.6142391,-74.0884134,249.16666666666666,0.5,5,373.75,-1,Medium
House,13.303018546545275,4,2,1500.0,Bronx,"242 E 235th StBronx, NY 10470",United States,Bronx County,40.8972473,-73.868898,214.28571428571428,0.4,6,300.0,-2,Medium
Multi-family home,13.76421831620775,6,2,2184.207862,Other,"31-15 102 StCorona, NY 11368",United States,Queens County,40.7608129,-73.8669195,242.68976244444445,0.2857142857142857,8,312.0296945714286,-4,Large
Townhouse,16.213405921671733,5,2,2184.207862,Queens,"137 Beach 140th StQueens, NY 11694",United States,Queens County,40.5704687,-73.8558742,273.02598275,0.3333333333333333,7,364.0346436666667,-3,Large
Land,12.759960632315702,3,2,2184.207862,Staten Island,"952 Olympia BlvdStaten Island, NY 10306",United States,Richmond County,40.575138,-74.090531,364.0346436666667,0.5,5,546.0519655,-1,Large
Condo,13.779884416590017,3,1,540.0,Brooklyn,"9 Dekalb Ave Unit 54EBrooklyn, NY 11201",New York,Brooklyn,40.6903851,-73.9825343,108.0,0.25,4,135.0,-2,Small
Multi-family home,13.90626583447433,4,4,2280.0,Staten Island,"89 Escanaba AveStaten Island, NY 10308",United States,Richmond County,40.5505648,-74.1599018,253.33333333333334,0.8,8,456.0,0,Large
Condo,14.646243837206535,2,2,1242.0,New York,"219 Hudson St Apt 4ANew York, NY 10013",New York,New York,40.7241501,-74.0080814,248.4,0.6666666666666666,4,414.0,0,Medium
Pending,16.41820031748273,5,7,2184.207862,New York,"112 Waverly PlNew York, NY 10011",United States,New York County,40.7323524,-73.9993358,168.0159893846154,1.1666666666666667,12,364.0346436666667,2,Large
Co-op,10.809748150372926,3,2,800.0,Bronx,"150 City Island Ave Unit E3Bronx, NY 10464",New York,The Bronx,40.8432844,-73.7846028,133.33333333333334,0.5,5,200.0,-1,Small
House,13.038983942375959,3,3,2256.0,Brooklyn,"26 Durland PlBrooklyn, NY 11236",United States,Kings County,40.641648,-73.9064568,322.2857142857143,0.75,6,564.0,0,Large
Multi-family home,13.623139877437296,12,6,2184.207862,Brooklyn,"344 Ashford StBrooklyn, NY 11207",United States,Kings County,40.6739463,-73.885344,114.9583085263158,0.46153846153846156,18,168.0159893846154,-6,Large
House,14.022728771570812,3,2,1590.0,Queens,"70-17 Nansen StQueens, NY 11375",United States,Queens County,40.7120962,-73.8518076,265.0,0.5,5,397.5,-1,Medium
House,13.592367006650065,3,2,1344.0,Brooklyn,"2047 E 38th StBrooklyn, NY 11234",United States,Kings County,40.6099147,-73.9287144,224.0,0.5,5,336.0,-1,Medium
Co-op,12.466515835145202,2,1,2184.207862,Other,"123-35 82nd Rd Unit 5HKew Gardens, NY 11415",New York,Queens,40.7121373,-73.8277084,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Multi-family home,14.077875591662238,15,6,4920.0,Brooklyn,"3015 Avenue DBrooklyn, NY 11226",United States,Kings County,40.6411388,-73.9478417,223.63636363636363,0.375,21,307.5,-9,Large
Condo,13.52649559761195,2,2,1300.0,Bayside,"13-22 208th Pl Unit 1605Bayside, NY 11360",New York,Queens,40.7874921,-73.7858086,260.0,0.6666666666666666,4,433.3333333333333,0,Medium
House,12.487488878546145,2,1,660.0,Staten Island,"19 Vera StStaten Island, NY 10305",United States,Richmond County,40.5849224,-74.0968781,165.0,0.3333333333333333,3,220.0,-1,Small
House,13.26212705890841,2,1,900.0,Other,"190 Beach 109th StRockaway Park, NY 11694",United States,Queens County,40.5809134,-73.8302012,225.0,0.3333333333333333,3,300.0,-1,Small
Multi-family home,13.651815643149092,4,2,2180.0,Bronx,"2033 Hobart AveBronx, NY 10461",United States,Bronx County,40.8528127,-73.8312235,311.42857142857144,0.4,6,436.0,-2,Large
House,13.681980308196241,2,2,1214.0,Other,"244-89 61st AveLittle Neck, NY 11362",United States,Queens County,40.7565472,-73.7339718,242.8,0.6666666666666666,4,404.6666666666667,0,Medium
House,13.304684934198283,3,2,1360.0,Staten Island,"68 Watchogue RdStaten Island, NY 10314",United States,Richmond County,40.613911,-74.133028,226.66666666666666,0.5,5,340.0,-1,Medium
Multi-family home,13.955273369904273,5,3,2184.207862,Other,"162-14 97th StHoward Beach, NY 11414",United States,Queens County,40.6542535,-73.8350556,242.68976244444445,0.5,8,364.0346436666667,-2,Large
Pending,13.987782620655215,4,2,3840.0,Staten Island,"139 Atlantic AveStaten Island, NY 10304",United States,Richmond County,40.5929709,-74.0937822,548.5714285714286,0.4,6,768.0,-2,Large
Other,13.270612678298292,3,2,2640.0,Staten Island,"241 Westervelt AveStaten Island, NY 10301",United States,Richmond County,40.6422293,-74.0830445,440.0,0.5,5,660.0,-1,Large
Multi-family home,14.07402202531625,4,3,2440.0,Other,"16-38 157th StWhitestone, NY 11357",United States,Queens County,40.78403,-73.80579,305.0,0.6,7,488.0,-1,Large
House,12.429220196836383,3,1,1376.0,Brooklyn,"4413 Avenue MBrooklyn, NY 11234",United States,Kings County,40.6212165,-73.9324344,275.2,0.25,4,344.0,-2,Medium
Land,14.148405690083225,3,2,2184.207862,Bronx,"5239 Independence AveBronx, NY 10471",United States,Bronx County,40.9007702,-73.9110778,364.0346436666667,0.5,5,546.0519655,-1,Large
Townhouse,14.315073596247487,3,4,1751.0,Queens,"7 Middlemay CirQueens, NY 11375",United States,Queens County,40.7179519,-73.8427778,218.875,1.0,7,437.75,1,Medium
House,14.331324320256051,4,5,2184.207862,Jamaica,"85-33 Radnor StJamaica, NY 11432",United States,Queens County,40.7169141,-73.7831551,218.4207862,1.0,9,436.8415724,1,Large
House,13.76421831620775,3,2,1748.0,Other,"66-23 Alderton StRego Park, NY 11374",United States,Queens County,40.7188985,-73.8587988,291.3333333333333,0.5,5,437.0,-1,Medium
Co-op,13.015893357585442,1,1,2184.207862,Manhattan,"180 Thompson St Apt LdManhattan, NY 10012",United States,New York County,40.7278952,-73.9998294,728.0692873333334,0.5,2,1092.103931,0,Large
Pending,12.12751092398843,3,1,500.0,Queens,"2902745 35 98th St Unit 15AQueens, NY 11374",New York,Queens,40.7343409,-73.859014,100.0,0.25,4,125.0,-2,VerySmall
Condo,12.896719202134523,3,1,500.0,New York,"664 W 161st St Apt 1FNew York, NY 10032",New York,New York,40.8374911,-73.9456039,100.0,0.25,4,125.0,-2,VerySmall
Co-op,12.250094315624496,1,1,1078.0,Bronx,"4410 Cayuga Ave Unit B3Bronx, NY 10471",New York,The Bronx,40.8915963,-73.8989828,359.3333333333333,0.5,2,539.0,0,Medium
Co-op,12.54254845357358,3,2,1100.0,Bronx,"1506 Overing St Unit STR3Bronx, NY 10461",New York,The Bronx,40.8409736,-73.8456248,183.33333333333334,0.5,5,275.0,-1,Medium
House,13.345508528717259,3,2,2184.207862,Other,"132-11 Centreville StOzone Park, NY 11417",United States,Queens County,40.6765364,-73.8351774,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,12.524530013005734,3,1,2184.207862,New York,"419 E 87th St Apt 3ANew York, NY 10128",New York,New York,40.7772579,-73.9476695,436.8415724,0.25,4,546.0519655,-2,Large
Multi-family home,13.737333858214544,4,3,2049.0,Staten Island,"315 Main StStaten Island, NY 10307",United States,Richmond County,40.5075446,-74.2461088,256.125,0.6,7,409.8,-1,Large
House,14.077875591662238,6,4,2112.0,Bayside,"222-44 41st RdBayside, NY 11361",United States,Queens County,40.7645123,-73.7595302,192.0,0.5714285714285714,10,301.7142857142857,-2,Large
Multi-family home,13.81049902116535,5,2,2288.0,Staten Island,"65 Rensselaer Ave Unit AStaten Island, NY 10312",United States,Richmond County,40.5501403,-74.1810379,286.0,0.3333333333333333,7,381.3333333333333,-3,Large
Condo,16.61887099947687,5,4,4105.0,New York,"2150 BroadwayNew York, NY 10023",United States,New York County,40.7814599,-73.9806864,410.5,0.6666666666666666,9,684.1666666666666,-1,Large
Townhouse,13.451668563394815,3,2,1793.0,Staten Island,"370 Windham LoopStaten Island, NY 10314",United States,Richmond County,40.5763909,-74.1631382,298.8333333333333,0.5,5,448.25,-1,Medium
Multi-family home,13.813509557297108,5,3,1738.0,Other,"95-15 108th StRichmond Hill, NY 11419",United States,Queens County,40.6898026,-73.836542,193.11111111111111,0.5,8,289.6666666666667,-2,Medium
Multi-family home,13.70903942580019,7,3,1980.0,Staten Island,"1009 Forest AveStaten Island, NY 10310",United States,Richmond County,40.6275175,-74.1233766,180.0,0.375,10,247.5,-4,Medium
Multi-family home,13.651815643149092,6,5,2184.207862,Other,"137-06 132nd AveSouth Ozone Park, NY 11436",United States,Queens County,40.669692,-73.8003434,182.01732183333334,0.7142857142857143,11,312.0296945714286,-1,Large
Co-op,12.367345048436391,3,1,2184.207862,Queens,"133 Beach 120th St Apt 2EQueens, NY 11694",New York,Queens,40.576751,-73.8398387,436.8415724,0.25,4,546.0519655,-2,Large
House,12.89921982609012,2,1,2184.207862,Other,"320C Beach 101st StRockaway Park, NY 11694",United States,Queens County,40.5853532,-73.8227113,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.161586013632684,4,2,1701.0,Brooklyn,"860 Herkimer StBrooklyn, NY 11233",United States,Kings County,40.6781418,-73.9250576,243.0,0.4,6,340.2,-2,Medium
Condo,13.091906231773164,3,2,2184.207862,Brooklyn,"901 E 106th St Unit 1ABrooklyn, NY 11236",New York,Brooklyn,40.6479766,-73.8936697,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,12.278397958261774,3,1,1100.0,Brooklyn,"1075 Ocean Pkwy Apt 1CBrooklyn, NY 11230",New York,Brooklyn,40.622324,-73.9695073,220.0,0.25,4,275.0,-2,Medium
Multi-family home,14.06860196204365,6,5,2640.0,Staten Island,"1010 Huguenot AveStaten Island, NY 10312",United States,Richmond County,40.5294592,-74.1903024,220.0,0.7142857142857143,11,377.14285714285717,-1,Large
Co-op,12.506180941677357,2,2,900.0,Other,"33-05 92nd St Unit 1CJackson Heights, NY 11372",New York,Queens,40.7562792,-73.8758052,180.0,0.6666666666666666,4,300.0,0,Small
Co-op,12.834683971615659,2,2,1200.0,Bronx,"3635 Johnson Ave Apt 3GBronx, NY 10463",New York,The Bronx,40.8876529,-73.909649,240.0,0.6666666666666666,4,400.0,0,Medium
Co-op,13.244582780038517,1,1,2184.207862,Brooklyn,"78 8th Ave Apt 2KBrooklyn, NY 11215",New York,Brooklyn,40.6733809,-73.9732475,728.0692873333334,0.5,2,1092.103931,0,Large
Multi-family home,13.651815643149092,4,3,2184.207862,Brooklyn,"65 Grant AveBrooklyn, NY 11208",United States,Kings County,40.6895034,-73.8684501,273.02598275,0.6,7,436.8415724,-1,Large
Co-op,12.201065128819632,2,1,2184.207862,Jamaica,"8900 170th St Apt 7DJamaica, NY 11432",New York,Queens,40.7092156,-73.7912209,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.70903942580019,4,2,2184.207862,Bayside,"36-34 Clearview ExpyBayside, NY 11361",United States,Queens County,40.7646585,-73.780903,312.0296945714286,0.4,6,436.8415724,-2,Large
House,13.457407451830088,3,2,2350.0,Brooklyn,"2138 Coleman StBrooklyn, NY 11234",United States,Kings County,40.6095856,-73.9253159,391.6666666666667,0.5,5,587.5,-1,Large
House,13.513054553109397,3,1,1148.0,Other,"248-08 82nd AveBellerose, NY 11426",United States,Queens County,40.7386816,-73.7202723,229.6,0.25,4,287.0,-2,Medium
Multi-family home,12.959846800844963,3,2,1700.0,Bronx,"747 E 217th StBronx, NY 10467",United States,Bronx County,40.8817944,-73.8617772,283.3333333333333,0.5,5,425.0,-1,Medium
Co-op,12.611541086966115,2,1,900.0,Staten Island,"350 Richmond Ter Apt 3CStaten Island, NY 10301",New York,Staten Island,40.6479387,-74.0852701,225.0,0.3333333333333333,3,300.0,-1,Small
House,13.251637470576167,3,3,1780.0,Bronx,"267 Robinson AveBronx, NY 10465",United States,Bronx County,40.8147819,-73.8265252,254.28571428571428,0.75,6,445.0,0,Medium
House,13.578522867254332,5,3,1273.0,Other,"223-30 107th AveQueens Village, NY 11429",United States,Queens County,40.7084501,-73.7316272,141.44444444444446,0.5,8,212.16666666666666,-2,Medium
Condo,16.166885910365842,3,3,2753.0,Manhattan,"1 Wall St Apt 4101Manhattan, NY 10005",New York,New York,40.7075029,-74.011653,393.2857142857143,0.75,6,688.25,0,Large
Co-op,12.765691290604371,2,1,825.0,Brooklyn,"274 S 2nd St Apt 30Brooklyn, NY 11211",New York,Brooklyn,40.711175,-73.957086,206.25,0.3333333333333333,3,275.0,-1,Small
Pending,15.589615261588879,8,5,6312.0,Brooklyn,"219 Frost StBrooklyn, NY 11211",United States,Kings County,40.7185648,-73.9422548,450.85714285714283,0.5555555555555556,13,701.3333333333334,-3,Luxury
Multi-family home,14.038654909278163,7,4,2184.207862,Brooklyn,"346 50th StBrooklyn, NY 11220",United States,Kings County,40.6468782,-74.0136737,182.01732183333334,0.5,11,273.02598275,-3,Large
Townhouse,14.22097566607244,4,2,2264.0,Brooklyn,"3623 Avenue TBrooklyn, NY 11234",United States,Kings County,40.6087059,-73.9290715,323.42857142857144,0.4,6,452.8,-2,Large
Multi-family home,14.212944166417959,6,2,2184.207862,Brooklyn,"7302 11th AveBrooklyn, NY 11228",United States,Kings County,40.624169,-74.010925,242.68976244444445,0.2857142857142857,8,312.0296945714286,-4,Large
Land,12.560247968016562,3,2,2184.207862,Other,"12 Point Breeze AveFar Rockaway, NY 11697",United States,Queens County,40.5607533,-73.9207539,364.0346436666667,0.5,5,546.0519655,-1,Large
Multi-family home,13.457407451830088,3,3,2184.207862,Other,"114-48 127th StSouth Ozone Park, NY 11420",United States,Queens County,40.6793322,-73.8130504,312.0296945714286,0.75,6,546.0519655,0,Large
House,13.737441983739734,3,2,1404.0,Brooklyn,"1559 W 4th StBrooklyn, NY 11204",United States,Kings County,40.6094348,-73.9777343,234.0,0.5,5,351.0,-1,Medium
Other,13.235693848424024,4,2,2318.0,Bronx,"456 E 134th StBronx, NY 10454",United States,Bronx County,40.8056419,-73.9229736,331.14285714285717,0.4,6,463.6,-2,Large
Multi-family home,14.50765773869101,12,8,5100.0,Brooklyn,"4015 Atlantic AveBrooklyn, NY 11224",United States,Kings County,40.5745179,-74.0068304,242.85714285714286,0.6153846153846154,20,392.3076923076923,-4,Luxury
Pending,12.6410997921206,3,2,2184.207862,Other,"151-40 88 St Unit 5JHoward Beach, NY 11414",New York,Queens,40.6674344,-73.8479327,364.0346436666667,0.5,5,546.0519655,-1,Large
Multi-family home,13.73755009757506,4,2,2160.0,Bronx,"2423 Woodhull AveBronx, NY 10469",United States,Bronx County,40.8616602,-73.8421016,308.57142857142856,0.4,6,432.0,-2,Large
House,13.81451105863119,4,2,2184.207862,Other,"65-07 181st StFresh Meadows, NY 11365",United States,Queens County,40.7365353,-73.7913358,312.0296945714286,0.4,6,436.8415724,-2,Large
Condo,13.457407451830088,2,2,833.0,Bayside,"214-10 15 Ave Unit 4BBayside, NY 11360",New York,Queens,40.7873388,-73.7794685,166.6,0.6666666666666666,4,277.6666666666667,0,Small
Co-op,12.537176929007302,2,1,2184.207862,Other,"65-38 Booth St Unit 6ERego Park, NY 11374",New York,Queens,40.7267837,-73.8587799,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Co-op,13.511700458595241,3,2,2184.207862,Manhattan,"303 E 57th St Apt 39AManhattan, NY 10022",New York,New York,40.7595774,-73.964779,364.0346436666667,0.5,5,546.0519655,-1,Large
House,13.710151153416941,4,4,2700.0,Queens,"12-14 W 5th RdQueens, NY 11693",United States,Queens County,40.6110299,-73.8195062,300.0,0.8,8,540.0,0,Large
Co-op,12.818554633046093,1,1,1470.0,Other,"12310 Ocean Promenade Apt 7HRockaway Park, NY 11694",New York,Queens,40.5756358,-73.8423199,490.0,0.5,2,735.0,0,Medium
House,13.31957518872681,3,2,1620.0,Bronx,"4384 Locust Point DrBronx, NY 10465",United States,Bronx County,40.8165837,-73.8006996,270.0,0.5,5,405.0,-1,Medium
Condo,13.538439983884853,3,2,1278.0,Other,"3-27 Endeavor Pl Unit CCollege Point, NY 11356",United States,Queens County,40.7928823,-73.8449212,213.0,0.5,5,319.5,-1,Medium
Condo,13.498057700804253,3,2,1890.0,Staten Island,"166 Rolling Hill GrnStaten Island, NY 10312",United States,Richmond County,40.55065,-74.193355,315.0,0.5,5,472.5,-1,Medium
House,12.66001358269538,3,3,1200.0,Brooklyn,"595 Glenmore AveBrooklyn, NY 11207",United States,Kings County,40.6744942,-73.8883757,171.42857142857142,0.75,6,300.0,0,Medium
House,14.862127902637537,6,2,4443.0,Jamaica,"85-16 Chevy Chase StJamaica, NY 11432",United States,Queens County,40.7202893,-73.7786927,493.6666666666667,0.2857142857142857,8,634.7142857142857,-4,Large
House,14.0763359466619,3,2,2046.0,Other,"62-15 82nd PlMiddle Village, NY 11379",United States,Queens County,40.7239521,-73.8747783,341.0,0.5,5,511.5,-1,Large
Co-op,13.90626583447433,4,4,2500.0,Other,"27110 Grand Central Pkwy Ph FFloral Park, NY 11005",United States,Queens County,40.7564761,-73.7212008,277.77777777777777,0.8,8,500.0,0,Large
Condo,12.982873697962253,3,2,1286.0,Staten Island,"6 Greentree Ln Unit 6Staten Island, NY 10314",New York,Staten Island,40.6085756,-74.1610387,214.33333333333334,0.5,5,321.5,-1,Medium
Co-op,12.834683971615659,2,2,1350.0,Bronx,"4601 Henry Hudson Pkwy W Apt A8Bronx, NY 10471",New York,The Bronx,40.8938465,-73.9091368,270.0,0.6666666666666666,4,450.0,0,Medium
Multi-family home,14.13396501635527,14,8,6000.0,Bronx,"1826 Radcliff AveBronx, NY 10462",United States,Bronx County,40.8485623,-73.8574586,260.8695652173913,0.5333333333333333,22,400.0,-6,Luxury
Townhouse,15.35880888156902,3,4,2400.0,New York,"128 E 38th StNew York, NY 10016",United States,New York County,40.7489947,-73.9783819,300.0,1.0,7,600.0,1,Large
Co-op,13.215855541983634,2,2,1200.0,Forest Hills,"69-10 108 St Unit 6OForest Hills, NY 11375",New York,Queens,40.724514,-73.8458441,240.0,0.6666666666666666,4,400.0,0,Medium
House,13.215855541983634,3,1,1400.0,Staten Island,"225 Bement AveStaten Island, NY 10310",United States,Richmond County,40.6368544,-74.1124571,280.0,0.25,4,350.0,-2,Medium
House,13.76421831620775,3,2,1520.0,Queens,"67-44 Kessel StQueens, NY 11375",United States,Queens County,40.7157274,-73.8563447,253.33333333333334,0.5,5,380.0,-1,Medium
Condo,12.868763195921677,3,1,2184.207862,Other,"157 Broome St Apt 3ENew York City, NY 10002",New York,New York,40.7162732,-73.9849864,436.8415724,0.25,4,546.0519655,-2,Large
Townhouse,15.53827733427679,6,6,4917.0,New York,"111 E 19th StNew York, NY 10003",United States,New York County,40.7375348,-73.9872447,378.2307692307692,0.8571428571428571,12,702.4285714285714,0,Large
Multi-family home,14.285514812209815,8,6,3472.0,Other,"85-29 66th AveRego Park, NY 11374",United States,Queens County,40.7189686,-73.8626041,231.46666666666667,0.6666666666666666,14,385.77777777777777,-2,Large
Townhouse,15.760706309040964,5,2,3912.0,New York,"239 E 78th StNew York, NY 10075",United States,New York County,40.7732125,-73.9564279,489.0,0.3333333333333333,7,652.0,-3,Large
Multi-family home,14.151268968443645,6,2,2184.207862,Other,"61-29 75th StMiddle Village, NY 11379",United States,Queens County,40.721725,-73.8839773,242.68976244444445,0.2857142857142857,8,312.0296945714286,-4,Large
House,12.896719202134523,3,2,1350.0,Other,"117-02 111th AveSouth Ozone Park, NY 11420",United States,Queens County,40.6798316,-73.82277,225.0,0.5,5,337.5,-1,Medium
Pending,13.180445475627591,1,1,630.0,Brooklyn,"175 Adams St Apt 10EBrooklyn, NY 11201",New York,Brooklyn,40.6985714,-73.9881911,210.0,0.5,2,315.0,0,Small
Pending,13.81451105863119,5,2,2184.207862,Other,"59-14 69th StMaspeth, NY 11378",United States,Queens County,40.7227469,-73.8941061,273.02598275,0.3333333333333333,7,364.0346436666667,-3,Large
Condo,13.26212705890841,2,2,2184.207862,Other,"81-15 Queens Blvd Unit 3CElmhurst, NY 11373",New York,Queens,40.7373082,-73.878333,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Pending,13.399845102751483,3,4,2184.207862,Bayside,"216-10 17th Ave Unit TH53Bayside, NY 11360",New York,Queens,40.7855084,-73.7762312,273.02598275,1.0,7,546.0519655,1,Large
Townhouse,14.603968372873895,6,3,2385.0,Brooklyn,"484 A 7th AveBrooklyn, NY 11215",United States,Kings County,40.6621056,-73.9857576,238.5,0.42857142857142855,9,340.7142857142857,-3,Large
Multi-family home,13.708914835307842,5,2,1550.0,Other,"24907 88th RdBellerose, NY 11426",United States,Queens County,40.7282381,-73.7158123,193.75,0.3333333333333333,7,258.3333333333333,-3,Medium
House,14.038654909278163,5,4,3427.0,Staten Island,"148 Claypit RdStaten Island, NY 10309",United States,Richmond County,40.5395581,-74.2229079,342.7,0.6666666666666666,9,571.1666666666666,-1,Large
Multi-family home,13.987782620655215,3,2,2240.0,Brooklyn,"1861 82nd StBrooklyn, NY 11214",United States,Kings County,40.6085532,-73.998257,373.3333333333333,0.5,5,560.0,-1,Large
Multi-family home,13.676248490630767,5,3,2080.0,Staten Island,"428 Bradley AveStaten Island, NY 10314",United States,Richmond County,40.6005525,-74.1314512,231.11111111111111,0.5,8,346.6666666666667,-2,Large
Co-op,12.296831574998258,3,1,1050.0,Brooklyn,"2229 Knapp St Apt 2ABrooklyn, NY 11229",New York,Brooklyn,40.5988908,-73.9334675,210.0,0.25,4,262.5,-2,Medium
House,12.25486757159303,3,2,1840.0,Brooklyn,"653 Jerome StBrooklyn, NY 11207",United States,Kings County,40.664748,-73.884184,306.6666666666667,0.5,5,460.0,-1,Medium
Multi-family home,13.591117476312084,6,2,2184.207862,Brooklyn,"737 Pine StBrooklyn, NY 11208",United States,Kings County,40.6672674,-73.8686224,242.68976244444445,0.2857142857142857,8,312.0296945714286,-4,Large
Co-op,12.604852121186608,3,2,1100.0,Bronx,"1425 Thieriot Ave Apt 6LBronx, NY 10460",New York,The Bronx,40.8363242,-73.8654755,183.33333333333334,0.5,5,275.0,-1,Medium
House,14.037764914061567,4,4,3500.0,Staten Island,"25 Tarring StStaten Island, NY 10306",United States,Richmond County,40.5646314,-74.1243252,388.8888888888889,0.8,8,700.0,0,Large
Pending,13.887832149776026,2,2,955.0,New York,"313 W 118th St Apt 3DNew York, NY 10026",New York,New York,40.8061576,-73.9550949,191.0,0.6666666666666666,4,318.3333333333333,0,Small
Pending,14.343193888767015,2,2,1572.0,Brooklyn,"633 Prospect Pl Apt 1Brooklyn, NY 11216",New York,Brooklyn,40.6750114,-73.9554645,314.4,0.6666666666666666,4,524.0,0,Medium
Condo,15.149195232316444,3,2,1887.0,Brooklyn,"30 Main St Ph BBrooklyn, NY 11201",United States,Kings County,40.702988,-73.9907803,314.5,0.5,5,471.75,-1,Medium
Condo,13.217675375388819,2,2,2184.207862,Other,"62-48 Mount Olivet Cres Unit 1BMiddle Village, NY 11379",New York,Queens,40.7135475,-73.895855,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
