TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE,AREA_PER_ROOM,BATH_PER_BED,TOTAL_ROOMS,SQFT_PER_BED,BATH_ROOM_DIFF,SIZE_CATEGORY
Multi-family home,13.81049902116535,6,3,2125.0,Brooklyn,"52 28th AveBrooklyn, NY 11214",11214,New York,40.5895073,-73.9855167,212.5,0.42857142857142855,9,303.57142857142856,-3,Large
Co-op,14.430696737594902,3,2,2184.207862,Manhattan,"235 E 22nd St Apt 11SManhattan, NY 10010",New York,New York,40.7377082,-73.9819095,364.0346436666667,0.5,5,546.0519655,-1,Large
House,14.845130332288226,2,1,1800.0,Staten Island,"98A-98G Discala LnStaten Island, NY 10312",10312,New York,40.5240723,-74.1710503,450.0,0.3333333333333333,3,600.0,-1,Medium
Condo,15.423948170264971,3,2,2803.0,Manhattan,"65 W 13th St Apt 10AManhattan, NY 10011",New York,New York,40.736841,-73.99679,467.1666666666667,0.5,5,700.75,-1,Large
Co-op,12.896217824589245,1,1,2184.207862,Other,"3540 82nd St Apt 4DJackson Heights, NY 11372",New York,Queens,40.7505816,-73.8847602,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,11.86710429621008,3,1,2184.207862,Jamaica,"155-01 90 Ave Unit 6EJamaica, NY 11432",New York,Queens,40.7048447,-73.8022389,436.8415724,0.25,4,546.0519655,-2,Large
House,14.759416845976386,5,2,2000.0,Brooklyn,"9223 Ridge BlvdBrooklyn, NY 11209",United States,Kings County,40.6193875,-74.0353364,250.0,0.3333333333333333,7,333.3333333333333,-3,Medium
Co-op,12.323860125621126,1,1,900.0,Bronx,"601 Pelham Pkwy N Apt 408Bronx, NY 10467",New York,The Bronx,40.8574263,-73.8708848,300.0,0.5,2,450.0,0,Small
Co-op,12.75130259456002,1,1,900.0,Flushing,"143-43 41 Ave Unit 4GFlushing, NY 11355",New York,Queens,40.7606023,-73.8222658,300.0,0.5,2,450.0,0,Small
House,13.681980308196241,5,2,1974.0,Brooklyn,"1646 E 54th StBrooklyn, NY 11234",United States,Kings County,40.6174718,-73.9231114,246.75,0.3333333333333333,7,329.0,-3,Medium
Pending,13.987782620655215,7,2,2184.207862,Other,"86-17 105th StRichmond Hill, NY 11418",United States,Queens County,40.696809,-73.842496,218.4207862,0.25,9,273.02598275,-5,Large
Co-op,13.450228680410094,2,1,2184.207862,Brooklyn,"345 Montgomery St Apt 4NBrooklyn, NY 11225",New York,Brooklyn,40.6657959,-73.9527658,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Co-op,13.112315061750808,1,1,2184.207862,New York,"27 E 65th St Apt 2ENew York, NY 10065",New York,New York,40.767256,-73.9682231,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,13.38318953651709,1,1,687.0,New York,"400 E 56th St Apt 25KNew York, NY 10022",New York,New York,40.7571111,-73.9630783,229.0,0.5,2,343.5,0,Small
Condo,13.398480330934175,2,1,714.0,Brooklyn,"39 Argyle Rd Apt 4BBrooklyn, NY 11218",New York,Brooklyn,40.6486309,-73.9674377,178.5,0.3333333333333333,3,238.0,-1,Small
Co-op,12.969214528909768,2,1,850.0,Brooklyn,"160 72nd St Apt 758Brooklyn, NY 11209",New York,Brooklyn,40.6343667,-74.0311335,212.5,0.3333333333333333,3,283.3333333333333,-1,Small
Pending,13.7736473966179,2,2,1719.0,Other,"27110 Grand Central Pkwy Apt 30OFloral Park, NY 11005",New York,Queens,40.7564761,-73.7212008,343.8,0.6666666666666666,4,573.0,0,Medium
Multi-family home,14.077874822431765,12,6,4125.0,Brooklyn,"213 Suydam StBrooklyn, NY 11237",United States,Kings County,40.7009355,-73.9250748,217.10526315789474,0.46153846153846156,18,317.3076923076923,-6,Large
Condo,12.81584093453868,3,1,2184.207862,Bayside,"2 Bay Club Dr Apt 21HBayside, NY 11360",New York,Queens,40.7781488,-73.782075,436.8415724,0.25,4,546.0519655,-2,Large
House,13.53949483491245,3,2,1633.0,Staten Island,"74 Appleby AveStaten Island, NY 10305",United States,Richmond County,40.5910792,-74.0801059,272.1666666666667,0.5,5,408.25,-1,Medium
Condo,14.400516137007425,2,2,1245.0,Brooklyn,"180 Front St Apt 7FBrooklyn, NY 11201",New York,Brooklyn,40.7022611,-73.9854097,249.0,0.6666666666666666,4,415.0,0,Medium
Condo,16.88356353960952,5,2,4179.0,New York,"1295 Madison AveNew York, NY 10128",United States,New York County,40.7847977,-73.9556597,522.375,0.3333333333333333,7,696.5,-3,Large
Multi-family home,14.282384921160133,5,3,2184.207862,Other,"41-33 68 StWoodside, NY 11377",United States,Queens County,40.7435797,-73.8964717,242.68976244444445,0.5,8,364.0346436666667,-2,Large
Townhouse,15.687312888712007,7,5,2184.207862,New York,"156 E 71st StNew York, NY 10021",United States,New York County,40.7693076,-73.9621998,168.0159893846154,0.625,12,273.02598275,-2,Large
Multi-family home,13.900771320188321,4,3,2184.207862,Other,"196-11 100 AveHollis, NY 11423",United States,Queens County,40.7099505,-73.7626558,273.02598275,0.6,7,436.8415724,-1,Large
Condo,13.507627138738266,1,1,2184.207862,Other,"42-37 27th St Unit 5BLong Island City, NY 11101",New York,Queens,40.7491662,-73.9406038,728.0692873333334,0.5,2,1092.103931,0,Large
Pending,13.23551526136861,2,1,1217.0,Other,"158-11 96th StHoward Beach, NY 11414",United States,Queens County,40.6609023,-73.8371049,304.25,0.3333333333333333,3,405.6666666666667,-1,Medium
Co-op,12.765691290604371,1,1,2184.207862,Manhattan,"340 Haven Ave Apt 6AManhattan, NY 10033",New York,New York,40.8510315,-73.9416561,728.0692873333334,0.5,2,1092.103931,0,Large
Condo,13.567050480716235,3,3,1236.0,Flushing,"32-05 Linden Pl Unit A3Flushing, NY 11354",United States,Queens County,40.767546,-73.8314686,176.57142857142858,0.75,6,309.0,0,Medium
Co-op,12.06105265381003,3,1,500.0,Forest Hills,"76-26 113 St Unit 1BForest Hills, NY 11375",New York,Queens,40.7172419,-73.8336819,100.0,0.25,4,125.0,-2,VerySmall
House,13.81049902116535,4,2,2200.0,Staten Island,"43 Sunnyside TerStaten Island, NY 10301",United States,Richmond County,40.6146934,-74.0996097,314.2857142857143,0.4,6,440.0,-2,Large
Multi-family home,13.560619598657233,4,2,2184.207862,Other,"147-37 230th StSpringfield Gardens, NY 11413",United States,Queens County,40.656902,-73.7523889,312.0296945714286,0.4,6,436.8415724,-2,Large
Condo,14.31568020796969,1,1,800.0,New York,"635 W 42nd St Apt 30ANew York, NY 10036",New York,New York,40.7617008,-73.9996228,266.6666666666667,0.5,2,400.0,0,Small
Multi-family home,14.070153551531353,5,3,2184.207862,Other,"44-12 65th StWoodside, NY 11377",United States,Queens County,40.7404458,-73.9008992,242.68976244444445,0.5,8,364.0346436666667,-2,Large
House,13.26212705890841,3,1,1390.0,Bronx,"920 Harding ParkBronx, NY 10473",United States,Bronx County,40.8069155,-73.8562067,278.0,0.25,4,347.5,-2,Medium
House,14.22030944419592,7,6,2184.207862,Other,"120-47 Sunrise CtCollege Point, NY 11356",United States,Queens County,40.7952284,-73.8483228,156.0148472857143,0.75,13,273.02598275,-1,Large
Co-op,13.592368256649284,2,1,1200.0,Brooklyn,"100 Avenue P Apt 1HBrooklyn, NY 11204",New York,Brooklyn,40.6072346,-73.9847935,300.0,0.3333333333333333,3,400.0,-1,Medium
Co-op,13.527829818844937,1,1,2184.207862,New York,"120 E 36th St Ph BNew York, NY 10016",United States,New York County,40.7477728,-73.9794793,728.0692873333334,0.5,2,1092.103931,0,Large
Condo,14.375126917328105,2,2,1320.0,Brooklyn,"199 Conover St Unit 2BBrooklyn, NY 11231",New York,Brooklyn,40.6774843,-74.0147997,264.0,0.6666666666666666,4,440.0,0,Medium
Condo,14.827111833279051,2,2,1488.0,Manhattan,"30 Orchard St Ph BManhattan, NY 10002",New York,New York,40.7155919,-73.9912903,297.6,0.6666666666666666,4,496.0,0,Medium
Condo,13.455975814408239,1,1,2184.207862,Manhattan,"70 W 139th St Apt 8IManhattan, NY 10037",New York,New York,40.8162042,-73.9383242,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,12.959846800844963,1,1,2184.207862,New York,"333 E 66th St Apt 9RNew York, NY 10065",New York,New York,40.7643711,-73.9593578,728.0692873333334,0.5,2,1092.103931,0,Large
Condo,15.201804919084164,2,2,1997.0,New York,"527 W 27th St Unit 5SNew York, NY 10001",New York,New York,40.7509451,-74.0035855,399.4,0.6666666666666666,4,665.6666666666666,0,Medium
Condo,14.646243837206535,3,3,1615.0,New York,"166 E 63rd St Apt 10CNew York, NY 10065",New York,New York,40.7641145,-73.9651826,230.71428571428572,0.75,6,403.75,0,Medium
Multi-family home,13.444303388018582,3,4,2448.0,Staten Island,"179 Ada DrStaten Island, NY 10314",United States,Richmond County,40.6210192,-74.1602713,306.0,1.0,7,612.0,1,Large
House,15.163583966004193,4,4,4374.0,Brooklyn,"105 Franklin StBrooklyn, NY 11222",United States,Kings County,40.7295332,-73.957726,486.0,0.8,8,874.8,0,Large
Co-op,12.400820837540556,2,1,965.0,Bronx,"8 Fordham Hill Oval Apt 12CBronx, NY 10468",New York,The Bronx,40.8643305,-73.9075188,241.25,0.3333333333333333,3,321.6666666666667,-1,Small
Co-op,14.506155109559108,4,2,2184.207862,Other,"453 Fdr Dr Unit C803-804New York City, NY 10002",New York,New York,40.7129113,-73.9781415,312.0296945714286,0.4,6,436.8415724,-2,Large
Co-op,12.429220196836383,3,1,2184.207862,Other,"5128 30th Ave Apt 5HWoodside, NY 11377",New York,Queens,40.7593913,-73.9054195,436.8415724,0.25,4,546.0519655,-2,Large
House,13.647093089770562,4,2,2184.207862,Other,"202-08 100th AveHollis, NY 11423",United States,Queens County,40.7108416,-73.7572751,312.0296945714286,0.4,6,436.8415724,-2,Large
Multi-family home,13.726680437153236,8,3,1896.0,Bronx,"2120 Newbold AveBronx, NY 10462",United States,Bronx County,40.8329348,-73.8535075,158.0,0.3333333333333333,11,210.66666666666666,-5,Medium
Condo,13.304499917083673,1,1,826.0,Queens,"2962847 33 48th St Unit 4GQueens, NY 11104",United States,Queens County,40.7436341,-73.916415,275.3333333333333,0.5,2,413.0,0,Small
Co-op,12.691583538230217,2,1,2184.207862,Other,"99-30 59 Ave Unit L1Corona, NY 11368",New York,Queens,40.7373584,-73.8574251,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Townhouse,13.81451105863119,4,2,2184.207862,Brooklyn,"30 Cedar StBrooklyn, NY 11221",United States,Kings County,40.6964448,-73.9283241,312.0296945714286,0.4,6,436.8415724,-2,Large
Condo,13.441545570402797,3,2,982.0,Brooklyn,"844 50th St Apt 5ABrooklyn, NY 11220",New York,Brooklyn,40.6403284,-74.0028134,163.66666666666666,0.5,5,245.5,-1,Small
House,13.76421831620775,3,2,1308.0,Bronx,"133 W 195th StBronx, NY 10468",United States,Bronx County,40.8704967,-73.9011805,218.0,0.5,5,327.0,-1,Medium
Co-op,12.425212191503038,1,1,750.0,Other,"99-60 63rd Rd Unit 9PRego Park, NY 11374",New York,Queens,40.7326518,-73.8546547,250.0,0.5,2,375.0,0,Small
Co-op,13.049794835104816,1,1,2184.207862,New York,"444 E 52nd St Apt 6ENew York, NY 10022",New York,New York,40.754143,-73.963502,728.0692873333334,0.5,2,1092.103931,0,Large
Multi-family home,14.731401609977073,7,8,3700.0,Brooklyn,"444 78th StBrooklyn, NY 11209",United States,Kings County,40.6278319,-74.024872,231.25,1.0,15,462.5,1,Large
Condo,12.921472880009725,1,1,559.0,Flushing,"132-18 Avery Ave Unit 3DFlushing, NY 11355",New York,Queens,40.7523131,-73.8324302,186.33333333333334,0.5,2,279.5,0,Small
Condo,13.353476685668044,2,2,750.0,Flushing,"142-25 37th Ave Unit 6BFlushing, NY 11354",New York,Queens,40.7627502,-73.8267096,150.0,0.6666666666666666,4,250.0,0,Small
Condo,13.680836798801778,2,2,915.0,Brooklyn,"139 Grove St Apt 4FBrooklyn, NY 11221",New York,Brooklyn,40.694352,-73.919978,183.0,0.6666666666666666,4,305.0,0,Small
Condo,15.423948170264971,4,4,2184.207862,Manhattan,"30 E 76th St Unit PhManhattan, NY 10021",United States,New York County,40.774136,-73.96342,242.68976244444445,0.8,8,436.8415724,0,Large
Co-op,13.681980308196241,2,2,2184.207862,New York,"114 E 90th St Unit 1DNew York, NY 10128",New York,New York,40.7821142,-73.9544199,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Co-op,13.790193775620484,2,2,2184.207862,Manhattan,"255 W End Ave Apt 7BManhattan, NY 10023",New York,New York,40.7795544,-73.9848893,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Multi-family home,15.60309482314585,12,4,2184.207862,Brooklyn,"24 Fiske PlBrooklyn, NY 11215",United States,Kings County,40.6719889,-73.9755419,128.4828154117647,0.3076923076923077,16,168.0159893846154,-8,Large
Co-op,13.07107218827772,3,1,2184.207862,New York,"626 W 136th St Apt 4New York, NY 10031",New York,New York,40.8211783,-73.956073,436.8415724,0.25,4,546.0519655,-2,Large
Co-op,13.790193775620484,1,1,2184.207862,New York,"677 W End Ave Apt 13CNew York, NY 10025",New York,New York,40.7933309,-73.9749909,728.0692873333334,0.5,2,1092.103931,0,Large
House,14.252474979126433,9,4,2184.207862,Other,"104-14 37th AveCorona, NY 11368",United States,Queens County,40.7534193,-73.8628811,156.0148472857143,0.4,13,218.4207862,-5,Large
Co-op,12.07254696717504,1,1,627.0,Jamaica,"164-20 Highland Ave Unit 9DJamaica, NY 11432",New York,Queens,40.7101573,-73.7988498,209.0,0.5,2,313.5,0,Small
Condo,14.914123179965662,1,2,1600.0,Brooklyn,"90 Furman St Unit N810Brooklyn, NY 11201",New York,Brooklyn,40.7015519,-73.995867,400.0,1.0,3,800.0,1,Medium
Condo,14.690979711984754,1,2,1427.0,Manhattan,"15 W 53rd St Unit 14GManhattan, NY 10019",New York,New York,40.7613258,-73.9774014,356.75,1.0,3,713.5,1,Medium
Townhouse,16.52322743685414,5,2,6000.0,Manhattan,"184 E 75th StManhattan, NY 10021",United States,New York County,40.7719074,-73.9601359,750.0,0.3333333333333333,7,1000.0,-3,Luxury
House,13.803438988875241,4,4,2184.207862,Bayside,"26-50 211th StBayside, NY 11360",United States,Queens County,40.7736469,-73.777944,242.68976244444445,0.8,8,436.8415724,0,Large
Co-op,12.611537753638338,1,1,850.0,Forest Hills,"69-09 108th St Unit 312Forest Hills, NY 11375",New York,Queens,40.7249599,-73.84549,283.3333333333333,0.5,2,425.0,0,Small
Co-op,11.695255355062795,2,1,1100.0,Bronx,"757 E 169th St Apt 2ABronx, NY 10456",New York,The Bronx,40.8310613,-73.8998364,275.0,0.3333333333333333,3,366.6666666666667,-1,Medium
Condo,14.506155109559108,3,2,1376.0,Manhattan,"128 W 26th St Fl 3Manhattan, NY 10001",New York,New York,40.7451522,-73.9927778,229.33333333333334,0.5,5,344.0,-1,Medium
Townhouse,14.077875591662238,3,2,2184.207862,Manhattan,"449 Convent Ave Unit TownhouseManhattan, NY 10031",United States,New York County,40.8274367,-73.9438954,364.0346436666667,0.5,5,546.0519655,-1,Large
Condo,14.151983508870947,3,2,1625.0,Queens,"133 Beach 116th St # FQueens, NY 11694",United States,Queens County,40.5783596,-73.8365039,270.8333333333333,0.5,5,406.25,-1,Medium
Condo,13.8924725250259,1,2,941.0,Brooklyn,"659 Putnam Ave # 1Brooklyn, NY 11221",New York,Brooklyn,40.685976,-73.9349974,235.25,1.0,3,470.5,1,Small
House,13.976779556623864,3,2,2184.207862,Brooklyn,"3026 Brighton 7th StBrooklyn, NY 11235",United States,Kings County,40.5791234,-73.9613152,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,13.415034483903348,1,1,2184.207862,New York,"400 E 59th St Apt 16BNew York, NY 10022",New York,New York,40.7593483,-73.9617192,728.0692873333334,0.5,2,1092.103931,0,Large
Land,11.225256725762893,3,2,2184.207862,Other,"199th StSaint Albans, NY 11412",11412,New York,40.6942163,-73.7530902,364.0346436666667,0.5,5,546.0519655,-1,Large
House,14.22030944419592,5,4,3200.0,Other,"64-16 Beach Front RdArverne, NY 11692",United States,Queens County,40.5883964,-73.7934995,320.0,0.6666666666666666,9,533.3333333333334,-1,Large
House,13.997832948091215,4,2,2173.0,Staten Island,"16 Monroe PlStaten Island, NY 10314",United States,Richmond County,40.5995725,-74.1264046,310.42857142857144,0.4,6,434.6,-2,Large
Multi-family home,15.009130253332831,5,3,2184.207862,Brooklyn,"180 Clermont AveBrooklyn, NY 11205",United States,Kings County,40.6923306,-73.9709219,242.68976244444445,0.5,8,364.0346436666667,-2,Large
Multi-family home,14.731801689838349,7,4,2660.0,New York,"439 E 116th StNew York, NY 10029",United States,New York County,40.7956068,-73.9338581,221.66666666666666,0.5,11,332.5,-3,Large
House,13.591117476312084,3,2,2184.207862,Brooklyn,"935 E 32nd StBrooklyn, NY 11210",United States,Kings County,40.6284586,-73.9450168,364.0346436666667,0.5,5,546.0519655,-1,Large
House,13.480039220276565,4,2,1866.0,Bronx,"405 Turneur AveBronx, NY 10473",United States,Bronx County,40.8151628,-73.8462531,266.57142857142856,0.4,6,373.2,-2,Medium
Condo,13.73755009757506,2,2,1033.0,New York,"77 E 110th St Apt 6ANew York, NY 10029",New York,New York,40.7958546,-73.9464985,206.6,0.6666666666666666,4,344.3333333333333,0,Medium
Multi-family home,13.527829818844937,5,3,3327.0,Bronx,"4251 Carpenter AveBronx, NY 10466",United States,Bronx County,40.8959505,-73.859572,369.6666666666667,0.5,8,554.5,-2,Large
Condo,14.843343022353025,2,2,1372.0,New York,"20 W 64th St Unit 18KNew York, NY 10023",New York County,Other,40.7716812,-73.9815796,274.4,0.6666666666666666,4,457.3333333333333,0,Medium
Multi-family home,14.260197020251155,5,2,2184.207862,Brooklyn,"1919 67th StBrooklyn, NY 11204",United States,Kings County,40.6165009,-73.9885469,273.02598275,0.3333333333333333,7,364.0346436666667,-3,Large
Co-op,15.35237799261728,3,3,2184.207862,Manhattan,"340 E 72nd St Unit PhManhattan, NY 10021",United States,New York County,40.7680852,-73.9572619,312.0296945714286,0.75,6,546.0519655,0,Large
Multi-family home,13.910821646859095,8,3,3312.0,Bronx,"2138 Gleason AveBronx, NY 10462",United States,Bronx County,40.8315252,-73.8525427,276.0,0.3333333333333333,11,368.0,-5,Large
Pending,13.567050480716235,3,2,1900.0,Other,"250-38 39th RdLittle Neck, NY 11363",United States,Queens County,40.7742555,-73.7407295,316.6666666666667,0.5,5,475.0,-1,Medium
Co-op,13.99699926803766,2,2,1000.0,New York,"52 E 78th St Unit 3CNew York, NY 10075",New York,New York,40.775154,-73.962097,200.0,0.6666666666666666,4,333.3333333333333,0,Small
Condo,14.862829903121964,3,2,1912.0,Brooklyn,"60 Broadway Apt 8JBrooklyn, NY 11249",New York,Brooklyn,40.7102929,-73.9660133,318.6666666666667,0.5,5,478.0,-1,Medium
Multi-family home,13.429849547739444,3,2,2375.0,Bronx,"3950 Hill AveBronx, NY 10466",United States,Bronx County,40.8902197,-73.8385449,395.8333333333333,0.5,5,593.75,-1,Large
Co-op,13.180634172318978,1,1,2184.207862,New York,"16 Park Ave # 8CNew York, NY 10016",New York,New York,40.7478025,-73.9811899,728.0692873333334,0.5,2,1092.103931,0,Large
Pending,13.296318365198623,1,1,2184.207862,New York,"210 Sixth Ave Unit 1GNew York, NY 10014",New York,New York,40.7271763,-74.0030659,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,13.07107218827772,2,1,2184.207862,Other,"33-55 14th St Unit 4AAstoria, NY 11106",New York,Queens,40.7640468,-73.934811,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Multi-family home,13.710151153416941,8,5,2028.0,Bronx,"99 W 163rd StBronx, NY 10452",United States,Bronx County,40.8322942,-73.9291697,144.85714285714286,0.5555555555555556,13,225.33333333333334,-3,Large
House,13.863348840666827,3,1,1683.0,Brooklyn,"467 82nd StBrooklyn, NY 11209",United States,Kings County,40.6249039,-74.0253417,336.6,0.25,4,420.75,-2,Medium
Multi-family home,13.81049902116535,7,5,2184.207862,Other,"153-41 Sapphire StHoward Beach, NY 11414",United States,Queens County,40.6642913,-73.8554975,168.0159893846154,0.625,12,273.02598275,-2,Large
Co-op,12.409017571151187,1,1,550.0,Brooklyn,"7200 Ridge Blvd Unit 409Brooklyn, NY 11209",New York,Brooklyn,40.6339001,-74.0299973,183.33333333333334,0.5,2,275.0,0,Small
Condo,13.451668563394815,2,2,1080.0,Brooklyn,"601 Surf Ave Apt 8CBrooklyn, NY 11224",New York,Brooklyn,40.5754825,-73.9747644,216.0,0.6666666666666666,4,360.0,0,Medium
Contingent,12.985399815906522,2,1,912.0,Staten Island,"43 Purdy PlStaten Island, NY 10309",United States,Richmond County,40.5132319,-74.1952211,228.0,0.3333333333333333,3,304.0,-1,Small
Condo,13.22672519452875,2,1,2184.207862,Other,"7613 Ditmars Blvd Unit A2East Elmhurst, NY 11370",United States,Queens County,40.7689132,-73.8929233,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Multi-family home,14.038654909278163,11,6,2184.207862,Other,"10-41 115th StCollege Point, NY 11356",United States,Queens County,40.787484,-73.8520832,121.34488122222223,0.5,17,182.01732183333334,-5,Large
Co-op,15.414898336565054,2,2,2184.207862,Manhattan,"1 W 67th St Unit 616Manhattan, NY 10023",New York,New York,40.7731562,-73.9781993,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Multi-family home,13.740788089353964,3,4,1640.0,Brooklyn,"223 43rd StBrooklyn, NY 11232",United States,Kings County,40.6527672,-74.0120752,205.0,1.0,7,410.0,1,Medium
